0	0.230
1	0.080
2	0.300
3	0.300
4	0.300
5	0.300
6	0.300
7	0.300
8	0.300
9	0.300
10	0.300
11	0.300
12	0.300
13	0.300
14	0.300
15	0.300
16	0.300
17	0.300
18	0.300
19	0.300
20	0.300
21	0.300
22	0.300
23	0.300
24	0.300
25	0.300
26	0.300
27	0.300
28	0.300
29	0.300
30	0.300
31	0.300
32	0.300
33	0.300
34	0.300
35	0.300
36	0.300
37	0.300
38	0.300
39	0.300
40	0.300
41	0.300
42	0.300
43	0.300
44	0.300
45	0.300
46	0.300
47	0.300
48	0.300
49	0.300
50	0.300
51	0.300
52	0.300
53	0.300
54	0.300
55	0.300
56	0.300
57	0.300
58	0.300
59	0.300
60	0.300
61	0.300
62	0.300
63	0.300
64	0.300
65	0.300
66	0.300
67	0.300
68	0.300
69	0.300
70	0.300
71	0.300
72	0.300
73	0.300
74	0.350
75	0.250
76	0.300
77	0.300
78	0.300
79	0.300
80	0.300
81	0.300
82	0.300
83	0.300
84	0.300
85	0.300
86	0.300
87	0.300
88	0.300
89	0.300
90	0.300
91	0.300
92	0.300
93	0.300
94	0.300
95	0.300
96	0.300
97	0.300
98	0.300
99	0.300
100	0.300
101	0.300
102	0.300
103	0.300
104	0.300
105	0.300
106	0.300
107	0.300
108	0.300
109	0.300
110	0.300
111	0.300
112	0.300
113	0.300
114	0.300
115	0.300
116	0.300
117	0.300
118	0.300
119	0.300
120	0.300
121	0.300
122	0.300
123	0.300
124	0.162
