100	1	2	10000	-43.27	38.89
101	2	3	10000	-43.3	38.89
102	3	4	10000	-43.32	38.89
103	4	5	499	-43.29	19.44
104	5	6	242	-43.32	19.44
105	6	7	10000	-43.2	38.89
106	7	8	10000	-43.39	38.89
107	8	9	888	-43.28	19.44
108	9	10	564	-43.45	19.44
109	10	11	333	-43.24	19.44
110	11	12	100	-43.09	19.44
111	12	13	10000	-21.09	38.89
112	13	14	10000	-10.89	38.89
113	14	15	10000	-9.6	38.89
114	15	16	203	-9.03	16.67
115	16	17	10000	-3.87	38.89
116	17	18	1125	-14.26	36.11
117	18	19	10000	6.43	38.89
118	19	20	255	-11.55	16.67
119	20	21	10000	-12.55	38.89
